route_city,route_id,airline,airline_id,quarter,price,logp,passengers,logq,avg_hub,avg_pop
"MKE to ORD",1594,"United (UA)",4,2,199,5.293305,160,5.075174,35,1723
"MKE to ORD",1594,"Delta (DL)",2,2,187,5.231109,10,2.302585,20.5,1723
"OKC to ORD",1809,"Other",3,3,91,4.510859,510,6.234411,26.5,1695
"OKC to ORD",1809,"American Airlines (AA)",1,3,108,4.682131,2600,7.863267,41,1695
"OKC to ORD",1809,"United (UA)",4,3,142,4.955827,1100,7.003066,33,1695
"OKC to ORD",1809,"Delta (DL)",2,3,0,,10,2.302585,28.5,1695
"ORD to ATL",1935,"United (UA)",4,1,96,4.564348,42900,10.66663,38,1640.5
"ORD to ATL",1935,"American Airlines (AA)",1,1,106,4.663439,18060,9.801455,41,1640.5
"ORD to ATL",1935,"Other",3,1,52,3.951244,14610,9.589461,17,1640.5
"ORD to ATL",1935,"Delta (DL)",2,1,70,4.248495,75600,11.23321,40,1640.5
"ORD to ATL",1935,"Delta (DL)",2,2,58,4.060443,32620,10.39268,38,1640.5
"ORD to ATL",1935,"American Airlines (AA)",1,2,164,5.099866,29760,10.30092,38.5,1640.5
"ORD to ATL",1935,"United (UA)",4,2,82,4.406719,39580,10.58608,37.5,1640.5
"ORD to ATL",1935,"Other",3,2,37,3.610918,11740,9.370757,14,1640.5
"ORD to ATL",1935,"Delta (DL)",2,3,38,3.637586,33920,10.43176,37.5,1640.5
"ORD to ATL",1935,"American Airlines (AA)",1,3,104,4.644391,27120,10.20803,37.5,1640.5
"ORD to ATL",1935,"Other",3,3,53,3.970292,11860,9.380927,10.75,1640.5
"ORD to ATL",1935,"United (UA)",4,3,54,3.988984,35000,10.4631,35.5,1640.5
"ORD to ATL",1935,"American Airlines (AA)",1,4,113,4.727388,29720,10.29958,39,1640.5
"ORD to ATL",1935,"Other",3,4,65,4.174387,11680,9.365633,15.66667,1640.5
"ORD to ATL",1935,"United (UA)",4,4,108,4.682131,31920,10.37099,35,1640.5
"ORD to ATL",1935,"Delta (DL)",2,4,51,3.931826,32940,10.40244,35,1640.5
"ORD to CLT",1942,"American Airlines (AA)",1,1,207,5.332719,2650,7.882315,34,1728
"ORD to CLT",1942,"Delta (DL)",2,1,677,6.517671,10,2.302585,33.5,1728
"ORD to CLT",1942,"United (UA)",4,1,182,5.204007,7180,8.879055,33.5,1728
"ORD to CLT",1942,"Other",3,1,90.66666,4.50719,16160,9.690294,18.16667,1728
"ORD to CVG",1945,"United (UA)",4,2,136,4.912655,8100,8.999619,28,1588
"ORD to CVG",1945,"Delta (DL)",2,2,242,5.488938,10020,9.212338,36,1588
"ORD to CVG",1945,"American Airlines (AA)",1,2,170,5.135798,4010,8.296547,27,1588
"ORD to CVG",1945,"Other",3,2,305,5.720312,140,4.941642,2,1588
"ORD to CVG",1945,"United (UA)",4,3,136,4.912655,6280,8.745125,28.5,1588
"ORD to CVG",1945,"Delta (DL)",2,3,213,5.361292,8940,9.09829,35.5,1588
"ORD to CVG",1945,"American Airlines (AA)",1,3,162,5.087596,3920,8.273847,27,1588
"ORD to CVG",1945,"Other",3,3,176,5.170484,690,6.536692,4,1588
"ORD to CVG",1945,"United (UA)",4,4,123,4.812184,12460,9.430279,28.5,1588
"ORD to CVG",1945,"Delta (DL)",2,4,174,5.159055,6840,8.830543,33,1588
"ORD to CVG",1945,"American Airlines (AA)",1,4,122,4.804021,4030,8.301521,28.5,1588
"ORD to CVG",1945,"Other",3,4,197,5.283204,30,3.401197,2.5,1588
"ORD to DAL",1946,"American Airlines (AA)",1,1,125,4.828314,105700,11.56836,43.5,2640.5
"ORD to DAL",1946,"Other",3,1,50,3.912023,12890,9.464207,22,2640.5
"ORD to DAL",1946,"Delta (DL)",2,1,141,4.94876,3050,8.022897,37.5,2640.5
"ORD to DAL",1946,"United (UA)",4,1,85,4.442651,19600,9.883285,37.5,2640.5
"ORD to DAL",1946,"Delta (DL)",2,2,109,4.691348,980,6.887553,35,2640.5
"ORD to DAL",1946,"American Airlines (AA)",1,2,132,4.882802,50760,10.83486,42.5,2640.5
"ORD to DAL",1946,"United (UA)",4,2,76,4.330733,18020,9.799237,36.5,2640.5
"ORD to DAL",1946,"Other",3,2,41,3.713572,10300,9.2399,21.5,2640.5
"ORD to HOU",1951,"Delta (DL)",2,1,281,5.638355,30,3.401197,34,2437.5
"ORD to HOU",1951,"United (UA)",4,1,69,4.234107,12650,9.445413,36.5,2437.5
"ORD to HOU",1951,"Other",3,1,221.3333,5.39967,41240,10.62716,28.83333,2437.5
"ORD to HOU",1951,"American Airlines (AA)",1,1,119,4.779123,9140,9.120416,41,2437.5
"ORD to HOU",1951,"Other",3,3,81.5,4.400603,22530,10.0226,28.75,2437.5
"ORD to HOU",1951,"American Airlines (AA)",1,3,91,4.510859,8890,9.092682,39.5,2437.5
"ORD to HOU",1951,"United (UA)",4,3,88,4.477337,9330,9.14099,34,2437.5
"ORD to HOU",1951,"Delta (DL)",2,3,138,4.927254,60,4.094345,28.5,2437.5
"ORD to LGA",1958,"American Airlines (AA)",1,1,142,4.955827,330880,12.70951,38,5743
"ORD to LGA",1958,"Delta (DL)",2,1,243,5.493062,240,5.480639,34,5743
"ORD to LGA",1958,"United (UA)",4,1,123,4.812184,221670,12.30894,37.5,5743
"ORD to LGA",1958,"Other",3,1,78,4.356709,195880,12.18526,24,5743
"ORD to LGA",1958,"United (UA)",4,2,75,4.317488,113300,11.63779,37.5,5743
"ORD to LGA",1958,"Delta (DL)",2,2,225,5.416101,130,4.867535,32,5743
"ORD to LGA",1958,"American Airlines (AA)",1,2,155,5.043425,223720,12.31815,36,5743
"ORD to LGA",1958,"Other",3,2,76.66666,4.339467,79470,11.28313,19.66667,5743
"ORD to LGA",1958,"Other",3,3,55.66667,4.019382,81660,11.31032,19.66667,5743
"ORD to LGA",1958,"American Airlines (AA)",1,3,124,4.820282,161160,11.99015,36.5,5743
"ORD to LGA",1958,"United (UA)",4,3,65,4.174387,107140,11.58189,38,5743
"ORD to LGA",1958,"Delta (DL)",2,3,278,5.627621,60,4.094345,32,5743
"ORD to LGA",1958,"Delta (DL)",2,4,327,5.78996,230,5.438079,29.5,5743
"ORD to LGA",1958,"Other",3,4,44.5,3.795489,78780,11.27441,22.25,5743
"ORD to LGA",1958,"United (UA)",4,4,62,4.127134,118680,11.68419,38.5,5743
"ORD to LGA",1958,"American Airlines (AA)",1,4,118,4.770685,166590,12.02329,37,5743
"ORD to MCI",1960,"Other",3,2,4,1.386294,19970,9.901986,28,1653
"ORD to MCI",1960,"United (UA)",4,2,64,4.158883,8320,9.026418,37.5,1653
"ORD to MCI",1960,"American Airlines (AA)",1,2,52,3.951244,10190,9.229162,39,1653
"ORD to MCI",1960,"Delta (DL)",2,2,137,4.919981,10,2.302585,27,1653
"ORD to MCI",1960,"American Airlines (AA)",1,3,46,3.828641,10070,9.217316,38,1653
"ORD to MCI",1960,"United (UA)",4,3,39,3.663562,8560,9.054855,37,1653
"ORD to MCI",1960,"Other",3,3,4,1.386294,16890,9.734477,27.5,1653
"ORD to MCI",1960,"Delta (DL)",2,3,69,4.234107,20,2.995732,27,1653
"ORD to PHL",1972,"Other",3,1,68.5,4.226834,26850,10.19802,24,2166
"ORD to PHL",1972,"American Airlines (AA)",1,1,147,4.990433,16300,9.69892,37,2166
"ORD to PHL",1972,"United (UA)",4,1,106,4.663439,23440,10.0622,36.5,2166
"ORD to PHL",1972,"Delta (DL)",2,1,223,5.407172,10,2.302585,28.5,2166
"ORD to RDU",1975,"Delta (DL)",2,1,199,5.293305,10,2.302585,38,1594.5
"ORD to RDU",1975,"Other",3,1,111,4.70953,7030,8.857942,26.25,1594.5
"ORD to RDU",1975,"United (UA)",4,1,94,4.543295,7580,8.933269,34.5,1594.5
"ORD to RDU",1975,"American Airlines (AA)",1,1,88,4.477337,11420,9.343122,43.5,1594.5
"ORD to SAN",1976,"American Airlines (AA)",1,4,94,4.543295,10810,9.288227,41.5,2063
"ORD to SAN",1976,"United (UA)",4,4,89,4.488636,9450,9.15377,37,2063
"ORD to SAN",1976,"Delta (DL)",2,4,177,5.17615,50,3.912023,25.5,2063
"ORD to SAN",1976,"Other",3,4,17,2.833213,13610,9.51856,27,2063
"ORD to SEA",1979,"Other",3,1,25,3.218876,16150,9.689675,24.5,1716.5
"ORD to SEA",1979,"American Airlines (AA)",1,1,152,5.02388,9840,9.194211,39.5,1716.5
"ORD to SEA",1979,"United (UA)",4,1,129,4.859812,18060,9.801455,45,1716.5
"ORD to SEA",1979,"Delta (DL)",2,1,328,5.793014,10,2.302585,36.5,1716.5
"ORD to SFO",1980,"United (UA)",4,1,120,4.787492,31110,10.34528,42.5,1803
"ORD to SFO",1980,"American Airlines (AA)",1,1,146,4.983607,16420,9.706255,42,1803
"ORD to SFO",1980,"Other",3,1,23,3.135494,18450,9.82282,21.5,1803
"ORD to SFO",1980,"Delta (DL)",2,1,341,5.831882,80,4.382027,32,1803
"PDX to LGA",2066,"United (UA)",4,4,296,5.69036,10,2.302585,38,4578.5
"PDX to LGA",2066,"Delta (DL)",2,4,328,5.793014,70,4.248495,34,4578.5
"PDX to LGA",2066,"American Airlines (AA)",1,4,312,5.743003,20,2.995732,31.5,4578.5
"PDX to LGA",2066,"Other",3,4,310,5.736572,4820,8.480529,26.5,4578.5
"PHL to ORD",2132,"United (UA)",4,1,106,4.663439,23440,10.0622,37,2166
"PHL to ORD",2132,"Delta (DL)",2,1,223,5.407172,10,2.302585,31,2166
"PHL to ORD",2132,"American Airlines (AA)",1,1,147,4.990433,16300,9.69892,37,2166
"PHL to ORD",2132,"Other",3,1,68.5,4.226834,26850,10.19802,24,2166
"RDU to ORD",2294,"American Airlines (AA)",1,1,88,4.477337,11420,9.343122,43.5,1594.5
"RDU to ORD",2294,"United (UA)",4,1,94,4.543295,7580,8.933269,35,1594.5
"RDU to ORD",2294,"Delta (DL)",2,1,199,5.293305,10,2.302585,39,1594.5
"RDU to ORD",2294,"Other",3,1,111,4.70953,7030,8.857942,26.25,1594.5
"RDU to ORD",2294,"American Airlines (AA)",1,2,74,4.304065,10590,9.267666,42.5,1594.5
"RDU to ORD",2294,"United (UA)",4,2,86,4.454347,3290,8.098643,32.5,1594.5
"RDU to ORD",2294,"Other",3,2,82.5,4.412798,6220,8.735525,19.75,1594.5
"RDU to ORD",2294,"Delta (DL)",2,2,198,5.288267,10,2.302585,39,1594.5
"SAN to LGA",2336,"Other",3,1,145.3333,4.97903,35360,10.47334,20.66667,4944
"SAN to LGA",2336,"Delta (DL)",2,1,116,4.75359,660,6.49224,35.5,4944
"SAN to LGA",2336,"American Airlines (AA)",1,1,96,4.564348,14860,9.606428,36.5,4944
"SAN to LGA",2336,"United (UA)",4,1,410,6.016157,60,4.094345,32.5,4944
"SAN to LGA",2336,"American Airlines (AA)",1,3,218,5.384495,17620,9.77679,36,4944
"SAN to LGA",2336,"Delta (DL)",2,3,82,4.406719,3930,8.276395,31.5,4944
"SAN to LGA",2336,"United (UA)",4,3,201,5.303305,10,2.302585,32,4944
"SAN to LGA",2336,"Other",3,3,169.25,5.131377,15300,9.635608,21,4944
"SAN to LGA",2336,"United (UA)",4,4,414,6.025866,80,4.382027,32.5,4944
"SAN to LGA",2336,"Other",3,4,188.75,5.240423,14830,9.604407,20.75,4944
"SAN to LGA",2336,"Delta (DL)",2,4,212,5.356586,8880,9.091557,30.5,4944
"SAN to LGA",2336,"American Airlines (AA)",1,4,180,5.192957,15260,9.63299,36,4944
"SAN to ORD",2347,"American Airlines (AA)",1,4,124,4.820282,7560,8.930627,41.5,2063
"SAN to ORD",2347,"Delta (DL)",2,4,297,5.693732,90,4.49981,27.5,2063
"SAN to ORD",2347,"United (UA)",4,4,92,4.521789,6230,8.737132,39,2063
"SAN to ORD",2347,"Other",3,4,169,5.129899,11870,9.381769,17,2063
"SAN to PHL",2350,"American Airlines (AA)",1,3,123,4.812184,10,2.302585,33.5,1367
"SAN to PHL",2350,"Delta (DL)",2,3,216,5.375278,10,2.302585,25.5,1367
"SAN to PHL",2350,"United (UA)",4,3,108,4.682131,20,2.995732,26,1367
"SAN to PHL",2350,"Other",3,3,135.5,4.908972,5010,8.519191,23.75,1367
"SDF to ORD",2453,"Delta (DL)",2,2,731,6.594413,10,2.302585,35.5,1709
"SDF to ORD",2453,"United (UA)",4,2,126,4.836282,2050,7.625595,27,1709
"SDF to ORD",2453,"American Airlines (AA)",1,2,180,5.192957,1210,7.098376,31.5,1709
"SDF to ORD",2453,"Other",3,2,5,1.609438,12230,9.411647,24,1709
"SEA to BOS",2475,"United (UA)",4,1,5,1.609438,10,2.302585,39,570
"SEA to BOS",2475,"American Airlines (AA)",1,1,268,5.590987,3420,8.137396,39.5,570
"SEA to BOS",2475,"Delta (DL)",2,1,385,5.953243,30,3.401197,42,570
"SEA to BOS",2475,"Other",3,1,177,5.17615,4160,8.33327,13.5,570
"SEA to BOS",2475,"Delta (DL)",2,4,516,6.246107,70,4.248495,37.5,570
"SEA to BOS",2475,"Other",3,4,170,5.135798,7840,8.966994,14.5,570
"SEA to BOS",2475,"American Airlines (AA)",1,4,243,5.493062,2790,7.933797,37,570
"SEA to BOS",2475,"United (UA)",4,4,426,6.05444,20,2.995732,34,570
"SEA to DAL",2483,"Other",3,3,255,5.541264,100,4.60517,9,1495
"SEA to DAL",2483,"United (UA)",4,3,183,5.209486,60,4.094345,36,1495
"SEA to DAL",2483,"American Airlines (AA)",1,3,267,5.587249,6690,8.808369,40,1495
"SEA to DAL",2483,"Delta (DL)",2,3,193,5.26269,2180,7.68708,40.5,1495
"SEA to DCA",2484,"American Airlines (AA)",1,2,368,5.908083,100,4.60517,35.5,562.5
"SEA to DCA",2484,"Delta (DL)",2,2,378,5.934894,10,2.302585,37.5,562.5
"SEA to DCA",2484,"United (UA)",4,2,160,5.075174,5410,8.596004,39,562.5
"SEA to DCA",2484,"Other",3,2,205.5,5.325446,18130,9.805324,21.5,562.5
"SEA to LGA",2495,"Delta (DL)",2,2,79,4.369448,6350,8.75621,35,4597.5
"SEA to LGA",2495,"Other",3,2,206,5.327876,20450,9.925738,19.9,4597.5
"SEA to LGA",2495,"American Airlines (AA)",1,2,71,4.26268,4470,8.405144,32,4597.5
"SEA to LGA",2495,"United (UA)",4,2,327,5.78996,300,5.703783,36.5,4597.5
"SEA to LGA",2495,"Delta (DL)",2,3,112,4.718499,5230,8.562166,37,4597.5
"SEA to LGA",2495,"American Airlines (AA)",1,3,130,4.867535,10520,9.261033,32.5,4597.5
"SEA to LGA",2495,"Other",3,3,80,4.382027,19130,9.859013,20.25,4597.5
"SEA to LGA",2495,"United (UA)",4,3,365,5.899898,30,3.401197,37.5,4597.5
"SEA to LGA",2495,"Other",3,4,158,5.062595,23030,10.04455,23,4597.5
"SEA to LGA",2495,"United (UA)",4,4,3,1.098612,20,2.995732,38.5,4597.5
"SEA to LGA",2495,"American Airlines (AA)",1,4,136,4.912655,6720,8.812843,33,4597.5
"SEA to LGA",2495,"Delta (DL)",2,4,77,4.343805,8130,9.003316,38,4597.5
"SEA to ORD",2507,"American Airlines (AA)",1,1,152,5.02388,9840,9.194211,39.5,1716.5
"SEA to ORD",2507,"Other",3,1,25,3.218876,16150,9.689675,24.5,1716.5
"SEA to ORD",2507,"Delta (DL)",2,1,328,5.793014,10,2.302585,37.5,1716.5
"SEA to ORD",2507,"United (UA)",4,1,129,4.859812,18060,9.801455,45.5,1716.5
"SFO to BOS",2529,"United (UA)",4,1,259,5.556828,17920,9.793673,39,656.5
"SFO to BOS",2529,"American Airlines (AA)",1,1,195,5.273,16340,9.701371,42,656.5
"SFO to BOS",2529,"Delta (DL)",2,1,339,5.826,10,2.302585,37.5,656.5
"SFO to BOS",2529,"Other",3,1,113.3333,4.730333,3710,8.218787,21.5,656.5
"SFO to BOS",2529,"Delta (DL)",2,3,198,5.288267,10,2.302585,30,656.5
"SFO to BOS",2529,"United (UA)",4,3,90,4.49981,19530,9.879707,35.5,656.5
"SFO to BOS",2529,"Other",3,3,114.5,4.740575,5940,8.689465,19.5,656.5
"SFO to BOS",2529,"American Airlines (AA)",1,3,96,4.564348,11140,9.318297,39,656.5
"SFO to DAL",2537,"United (UA)",4,3,232,5.446737,1150,7.047517,36,1581.5
"SFO to DAL",2537,"American Airlines (AA)",1,3,238,5.47227,5590,8.628735,41,1581.5
"SFO to DAL",2537,"Delta (DL)",2,3,131,4.875197,1880,7.539027,32,1581.5
"SFO to DAL",2537,"Other",3,3,249.5,5.519459,140,4.941642,12.75,1581.5
"SFO to DAL",2537,"American Airlines (AA)",1,4,264,5.575949,7110,8.869258,42,1581.5
"SFO to DAL",2537,"Other",3,4,332,5.805135,30,3.401197,20.5,1581.5
"SFO to DAL",2537,"Delta (DL)",2,4,192,5.257495,2000,7.600903,31.5,1581.5
"SFO to DAL",2537,"United (UA)",4,4,240,5.480639,1600,7.377759,38,1581.5
"SFO to LGA",2549,"American Airlines (AA)",1,1,265,5.57973,26160,10.17199,35.5,4684
"SFO to LGA",2549,"United (UA)",4,1,123,4.812184,92420,11.4341,38,4684
"SFO to LGA",2549,"Other",3,1,91.5,4.516339,56170,10.93614,21.5,4684
"SFO to LGA",2549,"Delta (DL)",2,1,168,5.123964,2580,7.855545,34,4684
"SFO to LGA",2549,"Other",3,2,108.75,4.689052,17570,9.773948,21.875,4684
"SFO to LGA",2549,"United (UA)",4,2,117,4.762174,83400,11.3314,35.5,4684
"SFO to LGA",2549,"American Airlines (AA)",1,2,186,5.225747,23160,10.05018,33.5,4684
"SFO to LGA",2549,"Delta (DL)",2,2,146,4.983607,9180,9.124783,29,4684
"SFO to LGA",2549,"American Airlines (AA)",1,3,183,5.209486,36450,10.5037,33.5,4684
"SFO to LGA",2549,"United (UA)",4,3,97,4.574711,76020,11.23875,37,4684
"SFO to LGA",2549,"Other",3,3,125.5,4.832306,14850,9.605755,21.375,4684
"SFO to LGA",2549,"Delta (DL)",2,3,86,4.454347,3980,8.289037,28.5,4684
"SFO to LGA",2549,"Other",3,4,126.5,4.840242,29700,10.2989,23.25,4684
"SFO to LGA",2549,"American Airlines (AA)",1,4,239,5.476463,51540,10.85011,35,4684
"SFO to LGA",2549,"United (UA)",4,4,121,4.795791,83460,11.33212,38,4684
"SFO to LGA",2549,"Delta (DL)",2,4,79,4.369448,9010,9.106091,30.5,4684
"SFO to ORD",2560,"American Airlines (AA)",1,1,146,4.983607,16420,9.706255,42,1803
"SFO to ORD",2560,"Delta (DL)",2,1,341,5.831882,80,4.382027,33,1803
"SFO to ORD",2560,"Other",3,1,23,3.135494,18450,9.82282,21.5,1803
"SFO to ORD",2560,"United (UA)",4,1,120,4.787492,31110,10.34528,42,1803
"SFO to ORD",2560,"Other",3,2,153,5.030438,11970,9.390159,20.25,1803
"SFO to ORD",2560,"United (UA)",4,2,111,4.70953,23180,10.05105,44.5,1803
"SFO to ORD",2560,"American Airlines (AA)",1,2,160,5.075174,8230,9.015541,39,1803
"SFO to ORD",2560,"Delta (DL)",2,2,238,5.47227,30,3.401197,28,1803
"SFO to ORD",2560,"United (UA)",4,3,106,4.663439,22530,10.0226,44.5,1803
"SFO to ORD",2560,"American Airlines (AA)",1,3,139,4.934474,9010,9.106091,39.5,1803
"SFO to ORD",2560,"Other",3,3,146,4.983607,16030,9.682218,20,1803
"SFO to ORD",2560,"Delta (DL)",2,3,210,5.347107,20,2.995732,26,1803
"STL to DCA",2749,"American Airlines (AA)",1,1,220,5.393628,21820,9.990582,40.5,448.5
"STL to DCA",2749,"Other",3,1,289,5.666427,14800,9.602383,13.5,448.5
"STL to DCA",2749,"United (UA)",4,1,441,6.089045,90,4.49981,35,448.5
"STL to DCA",2749,"Delta (DL)",2,1,484,6.182085,20,2.995732,32,448.5
"STL to LGA",2760,"Delta (DL)",2,2,525,6.263398,120,4.787492,27.5,4483.5
"STL to LGA",2760,"United (UA)",4,2,179,5.187386,10,2.302585,27,4483.5
"STL to LGA",2760,"Other",3,2,324,5.780744,5040,8.525162,18.25,4483.5
"STL to LGA",2760,"American Airlines (AA)",1,2,262,5.568345,49890,10.81758,38,4483.5
"STL to ORD",2772,"United (UA)",4,3,175,5.164786,2820,7.944492,33.5,1602.5
"STL to ORD",2772,"Delta (DL)",2,3,129,4.859812,10,2.302585,25.5,1602.5
"STL to ORD",2772,"American Airlines (AA)",1,3,53,3.970292,16580,9.715953,44,1602.5
"STL to ORD",2772,"Other",3,3,98.66666,4.591747,22440,10.0186,17.16667,1602.5
